"Country","Issuer","Currency","Face value","Title","Type","Year range","Shape","Composition","Weight","Diameter","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","From set","Estimate (INR)"
"India","India - British","Rupee (1770-1947)","0.03125","½ Anna - Victoria","Standard circulation coins","1862-1876","Round","Copper","12.7","30.5","","","","1","","","",""
"India","India - British","Rupee (1770-1947)","0.03125","½ Anna - George VI","Standard circulation coins","1942-1946","Square with rounded corners","Nickel brass","2.92","19.8","1942","1942","","1","","","",""
"India","India - British","Rupee (1770-1947)","0.0625","1 Anna - George VI (2nd portrait, large crown, low relief)","Standard circulation coins","1942-1945","Scalloped (with 12 notches)","Nickel brass","3.89","20.5","1942","1942","•","1","","","",""
"India","India - British","Rupee (1770-1947)","0.0625","1 Anna - George VI (2nd portrait, small crown, low relief)","Standard circulation coins","1946-1947","Scalloped (with 12 notches)","Copper-nickel","3.87","21.1","1946","1946","","1","","","",""
"India","India - British","Rupee (1770-1947)","0.125","2 Annas - George V","Standard circulation coins","1918-1936","Square with rounded corners","Copper-nickel","5.7","25.3","1919","1919","","1","","","",""
"India","India - British","Rupee (1770-1947)","0.25","¼ Rupee - William IV","Standard circulation coins","1835","Round","Silver (.917)","2.92","20","1835","1835","","1","","","",""
"India","India - British","Rupee (1770-1947)","0.25","¼ Rupee - George VI","Standard circulation coins","1943-1945","Round","Silver (.500)","2.9","19","1944","1944","B","1","VF","","","603.15"
"India","India - British","Rupee (1770-1947)","0.25","¼ Rupee - George VI","Standard circulation coins","1946-1947","Round","Nickel","2.9","19","1946","1946","♦","1","VG","","","27.52"
"India","India - British","Rupee (1770-1947)","0.5","½ Rupee - George V","Standard circulation coins","1912-1936","Round","Silver (.917)","5.83","24","1936","1936","•","1","","","",""
"India","India - British","Rupee (1770-1947)","0.5","½ Rupee - George VI","Standard circulation coins","1942-1945","Round","Silver (.500)","5.84","24.1","1944","1944","•","1","VF","","","1111.92"
"India","India - British","Rupee (1770-1947)","0.5","½ Rupee - George VI","Standard circulation coins","1946-1947","Round","Nickel","5.83","24","1947","1947","•","2","VG","","","57.24"
"India","India - British","Rupee (1770-1947)","1","1 Rupee - George VI","Standard circulation coins","1942-1945","Round","Silver (.500)","11.66","30.5","1944","1944","•","1","VF","","","1965.18"
"India","India - British","Rupee (1770-1947)","1","1 Rupee - George VI","Standard circulation coins","1947","Round","Nickel","11.8","28","1947","1947","","2","VF","","","350.86"
"India","India, Portuguese","Rupia (1880-1958)","0.0078125","⅛ Tanga - Luíz I (Calcutta)","Standard circulation coins","1881-1886","Round","Copper","3.3","21.1","1881","1881","","1","F","","","776.73"
"India","India, Portuguese","Rupia (1880-1958)","0.015625","¼ Tanga - Luíz I (Calcutta)","Standard circulation coins","1881-1888","Round","Copper","6.5","25.3","1886","1886","","1","","","",""
"India","India, Portuguese","Rupia (1880-1958)","0.5","½ Rupia - Republic (Lisboa mint)","Standard circulation coins","1947-1952","Round","Copper-nickel","5.6","23.5","1947","1947","","1","","","",""
"India","India, Portuguese","Escudo (1958-1961)","0.6","60 Centavos - Republic","Standard circulation coins","1958-1959","Round","Nickel brass (61% Copper, 20% Zinc, 19% Nickel)","3.5","20","1959","1959","","1","","","",""
"India","Gwalior, Princely state of","Rupee","0.015625","¼ Anna - Madho Rao","Standard circulation coins","1896-1901","Round","Copper","7.4","22","","","","1","G","","",""
"India","Hyderabad, Princely state of","Rupee (1762-1950)","0.0625","1 Anna - Mir Usman Ali Khan","Standard circulation coins","1937-1942","Square with rounded corners","Copper-nickel","3.7","21.7","1356","1937","","1","F","","","193.74"
"India","Kutch","Kori (1586-1948)","0.25","1 Payalo - George VI [Vijayarajji]","Standard circulation coins","1943-1947","Round with a round hole","Copper","8.3","27.25","2003","1947","","1","XF","","","400.68"
"India","Pudukkottai, Princely state of","Rupee","0.05","1 Amman Cash - Martanda Bhairava","Standard circulation coins","1889-1934","Round","Copper","1.25","11.5","","1889-1934","","1","","","",""
"India","Travancore","Rupee (1729-1947)","0.01785714","8 Cash - Moolam Thirunal Rama Varma VI","Standard circulation coins","1901-1910","Round","Copper","5","21.7","","1901-1910","","1","","","",""
"India","Travancore","Rupee (1729-1947)","0.01785714","8 Cash - Chithira Thirunal Bala Rama Varma II","Standard circulation coins","1938-1949","Round","Bronze","3.9","22.2","","1938-1949","","1","VF","","","633.86"
"India","Travancore","Rupee (1729-1947)","0.03571429","1 Chuckram - Moolam Thirunal Rama Varma VI","Standard circulation coins","1906-1935","Round","Copper","9.98","26.68","","1906-1935","","1","","","",""
"India","Travancore","Rupee (1729-1947)","0.03571429","1 Chuckram - Chithira Thirunal Bala Rama Varma II","Standard circulation coins","1938-1940","Round","Bronze","8","27","","1940","","2","","","",""
"Indonesia","Netherlands East Indies","Gulden (1602-1854)","0.0125","1 Duit (Zeeland)","Standard circulation coins","1729-1792","Round","Copper","3.1","22","1753","1753","","1","","","",""
"Indonesia","Indonesia","Rupiah (1950-1965)","0.5","50 Sen","Standard circulation coins","1959-1961","Round","Aluminium","3","29","1961","1961","","1","UNC","","","71.55"
"Indonesia","Indonesia","Rupiah (1965-date)","25","25 Rupiah","Standard circulation coins","1991-1996","Round","Aluminium","1.22","18","1996","1996","","1","XF","","","33.02"
"Indonesia","Indonesia","Rupiah (1965-date)","50","50 Rupiah","Standard circulation coins","1999-2003","Round","Aluminium","1.36","20","2002","2002","","1","VF","","","33.45"
"Indonesia","Indonesia","Rupiah (1965-date)","100","100 Rupiah","Standard circulation coins","1999-2005","Round","Aluminium","1.79","23","2003","2003","","1","VF","","","16.51"
"Indonesia","Indonesia","Rupiah (1965-date)","200","200 Rupiah","Standard circulation coins","2003","Round","Aluminium","2.38","25","2003","2003","","1","VF","","","25.32"
"Indonesia","Indonesia","Rupiah (1965-date)","500","500 Rupiah","Standard circulation coins","2003","Round","Aluminium","3.1","27.2","2003","2003","","1","VF","","","35.22"
"Indonesia","Indonesia","Rupiah (1965-date)","0.01","1 Sen","Standard circulation banknotes","1964","Rectangular","Paper","","103","1964","1964","","1","","","",""
"Indonesia","Indonesia","Rupiah (1965-date)","0.05","5 Sen","Standard circulation banknotes","1964","Rectangular","Paper","","104","1964","1964","","1","","","",""
"Indonesia","Indonesia","Rupiah (1965-date)","0.1","10 Sen","Standard circulation banknotes","1964","Rectangular","Paper","","103","1964","1964","","1","","","",""
"Indonesia","Indonesia","Rupiah (1965-date)","0.25","25 Sen","Standard circulation banknotes","1964","Rectangular","Paper","","112","1964","1964","","1","","","",""
"Indonesia","Indonesia","Rupiah (1965-date)","0.5","50 Sen","Standard circulation banknotes","1964","Rectangular","Paper","","113","1964","1964","","1","","","",""
"Iran","Iran","Second Rial (1932-date)","50","50 Rials","Standard circulation coins","1992-2003","Round","Copper-nickel","7.1","26","1372","1993","","1","","","",""
"Iran","Iran","Second Rial (1932-date)","250","250 Rials","Standard circulation coins","1992-2003","Round","Bimetallic: copper-nickel centre in brass ring","10.6","28.3","1376","1997","","1","","","",""
"Iran","Iran","Second Rial (1932-date)","250","250 Rials","Standard circulation coins","1992-2003","Round","Bimetallic: copper-nickel centre in brass ring","10.6","28.3","1381","2002","","1","","","",""
"Iran","Iran","Second Rial (1932-date)","500","500 Rials","Standard circulation coins","2003-2007","Round","Bimetallic: aluminium bronze centre in copper-nickel ring","8.91","27.1","1383","2004","","1","","","",""
"Iran","Iran","Second Rial (1932-date)","500","500 Rials (Islamic Republic; second print)","Standard circulation banknotes","2003-2009","Rectangular","Paper","","143","","2003-2009","","1","","","",""
"Iran","Iran","Second Rial (1932-date)","5000","5000 Rials (Ruhollah Khomeini; 1st. issue)","Standard circulation banknotes","1993-2009","Rectangular","Paper","","154","","1993-2009","","1","","","",""
"Iraq","Iraq","Dinar (1931-date)","0.005","5 Fils","Standard circulation coins","1967-1971","Scalloped (with 12 notches)","Copper-nickel","5","22","1387","1967","","1","XF","","","100.95"
"Iraq","Iraq","Dinar (1931-date)","0.005","5 Fils","Standard circulation coins","1971-1981","Scalloped (with 12 notches)","Stainless steel","4","22","1395","1975","","1","AU","","","71.22"
"Iraq","Iraq","Dinar (1931-date)","0.005","5 Fils","Standard circulation coins","1971-1981","Scalloped (with 12 notches)","Stainless steel","4","22","1401","1981","","1","XF","","","58.59"
"Iraq","Iraq","Dinar (1931-date)","0.01","10 Fils","Standard circulation coins","1959","Scalloped (with 12 notches)","Copper-nickel","6.75","26","1379","1959","","1","VF","","","84.56"
"Iraq","Iraq","Dinar (1931-date)","0.01","10 Fils","Standard circulation coins","1967-1971","Scalloped (with 12 notches)","Copper-nickel","6.75","26","1387","1967","","1","VF","","","58.34"
"Iraq","Iraq","Dinar (1931-date)","0.01","10 Fils","Standard circulation coins","1971-1981","Scalloped (with 12 notches)","Stainless steel","5.75","26","1394","1974","","1","VF","","","57.46"
"Iraq","Iraq","Dinar (1931-date)","0.05","50 Fils","Standard circulation coins","1969-1990","Round","Copper-nickel (75% Copper, 25% Nickel)","5.5","23","1401","1981","","1","XF","","","63.84"
"Iraq","Iraq","Dinar (1931-date)","0.25","250 Fils","Standard circulation coins","1980-1990","Octagonal (8-sided)","Copper-nickel","10.4","30","1400","1980","","1","","","",""
"Iraq","Iraq","Dinar (1931-date)","0.25","250 Fils","Standard circulation coins","1980-1990","Octagonal (8-sided)","Copper-nickel","10.4","30","1401","1981","","1","XF","","","122.19"
"Iraq","Iraq","Dinar (1931-date)","0.25","250 Fils (FAO)","Circulating commemorative coins","1981","Octagonal (8-sided)","Copper-nickel","10.2","30","1401","1981","","1","VF","","","452.42"
"Iraq","Iraq","Dinar (1931-date)","1","1 Dinar","Standard circulation coins","1981","Decagonal (10-sided)","Nickel","13","33","1401","1981","","1","VF","","","111.18"
"Iraq","Iraq","Dinar (1931-date)","10","10 Dinars (Abu Ali Hasan Ibn al-Haitham)","Standard circulation banknotes","1980-1982","Rectangular","Paper","","170","1401","1981","","1","VF","","","135.39"
"Iraq","Iraq","Dinar (1931-date)","25","25 Dinars (reduced size)","Standard circulation banknotes","1981-1982","Rectangular","Paper","","175","1401","1981","","1","VF","","","100.24"
"Ireland","Ireland","Euro (2002-date)","0.01","1 Euro Cent","Standard circulation coins","2002-2026","Round","Copper plated steel","2.3","16.25","2012","2012","","1","","","",""
"Ireland","Ireland","Euro (2002-date)","0.05","5 Euro Cents","Standard circulation coins","2002-2026","Round","Copper plated steel","3.92","21.25","2014","2014","","1","","","",""
"Ireland","Ireland","Euro (2002-date)","0.1","10 Euro Cents (1st map)","Standard circulation coins","2002-2006","Round","Nordic gold (89% Copper, 5% Aluminium, 5% Zinc, 1% Tin)","4.1","19.75","2002","2002","","1","","","",""
"Ireland","Ireland","Euro (2002-date)","0.1","10 Euro Cents (2nd map)","Standard circulation coins","2007-2026","Round","Nordic gold (89% Copper, 5% Aluminium, 5% Zinc, 1% Tin)","4.1","19.75","2007","2007","","1","","","",""
"Ireland","Ireland","Euro (2002-date)","0.2","20 Euro Cents (1st map)","Standard circulation coins","2002-2006","Spanish flower","Nordic gold (89% Copper, 5% Aluminium, 5% Zinc, 1% Tin)","5.74","22.25","2002","2002","","1","","","",""
"Ireland","Ireland","Euro (2002-date)","1","1 Euro (1st map)","Standard circulation coins","2002-2006","Round","Bimetallic: copper-nickel clad nickel centre in nickel brass ring","7.5","23.25","2002","2002","","1","VF","","","110.08"
"Ireland","Ireland","Euro (2002-date)","2","2 Euros (1st map)","Standard circulation coins","2002-2006","Round","Bimetallic: nickel brass clad nickel centre in copper-nickel ring","8.5","25.75","2003","2003","","1","","","",""
"Israel","Israel","Pound (1960-1980)","0.25","25 Agorot","Standard circulation coins","1960-1979","Round","Aluminium bronze (92% Copper, 6% Aluminium, 2% Nickel)","6.5","25.5","5739","1979","","1","VF","","","46.23"
"Israel","Israel","New Shekel (1986-date)","0.1","10 Agorot","Standard circulation coins","1984-2017","Round","Aluminium-nickel bronze (92% Copper, 6% Aluminium, 2% Nickel)","4","22","5744","1984","","1","","","",""
"Italy","Italy","Lira (1861-2001)","5","5 Lire","Standard circulation coins","1951-2001","Round","Aluminium (96.2% Aluminium, 3.5% Magnesium, 0.3% Manganese)","1","20.2","1954","1954","R","1","","","",""
"Italy","Italy","Lira (1861-2001)","10","10 Lire","Standard circulation coins","1951-2001","Round","Aluminium (96.2% Aluminium, 3.5% Magnesium, 0.3% Manganese)","1.6","23.25","1955","1955","R","1","","","",""
"Italy","Italy","Lira (1861-2001)","10","10 Lire","Standard circulation coins","1951-2001","Round","Aluminium (96.2% Aluminium, 3.5% Magnesium, 0.3% Manganese)","1.6","23.25","1974","1974","R","1","","","",""
"Italy","Italy","Lira (1861-2001)","50","50 Lire (large type)","Standard circulation coins","1954-1989","Round","Acmonital (81.75% Iron, 18.25% Chromium)","6.25","24.8","1977","1977","R","2","VF","","","16.51"
"Italy","Italy","Lira (1861-2001)","200","200 Lire","Standard circulation coins","1977-2001","Round","Bronzital (92% Copper, 6% Aluminium, 2% Nickel)","5","24","1981","1981","R","1","VF","","","22.02"
"Italy","Italy","Lira (1861-2001)","500","500 Lire","Standard circulation coins","1982-2001","Round","Bimetallic: bronzital centre in acmonital ring","6.8","25.8","1988","1988","R","1","","","",""
"Italy","Italy","Euro (2002-date)","0.01","1 Euro Cent","Standard circulation coins","2002-2026","Round","Copper plated steel","2.3","16.25","2013","2013","R","1","F","","","1.1"
"Italy","Italy","Euro (2002-date)","0.1","10 Euro Cents (2nd map)","Standard circulation coins","2008-2026","Round","Nordic gold","4.1","19.75","2020","2020","R","1","VF","","","11.53"
"Italy","Italy","Euro (2002-date)","0.2","20 Euro Cents (1st map)","Standard circulation coins","2002-2007","Spanish flower","Nordic gold","5.74","22.25","2002","2002","R","1","VF","","","22.02"
"Italy","Italy","Euro (2002-date)","1","1 Euro (1st map)","Standard circulation coins","2002-2007","Round","Bimetallic: copper-nickel clad nickel centre in nickel brass ring","7.5","23.25","2002","2002","R","1","VF","","","110.08"
"Italy","Italy","Euro (2002-date)","2","2 Euros (1st map)","Standard circulation coins","2002-2007","Round","Bimetallic: nickel brass clad nickel centre in copper-nickel ring","8.5","25.75","2002","2002","R","1","VF","","","220.15"
"Italy","Italy","Euro (2002-date)","2","2 Euros (1st map)","Standard circulation coins","2002-2007","Round","Bimetallic: nickel brass clad nickel centre in copper-nickel ring","8.5","25.75","2005","2005","R","1","XF","","","220.15"
"Italy","Italy","","","Telephone Token - Gettone Telefonico (IPM)","Telecommunication tokens","1971-1980","Round with groove(s)","Brass","7","24.5","","1978","IPM","1","","","",""
"Italy","Italy","","","Telephone Token - Gettone Telefonico (UT)","Telecommunication tokens","1974-1980","Round with groove(s)","Brass","7","24.5","","1978","UT","1","","","",""
"Japan","Japan","Yen (1871-date)","5","5 Yen - Shōwa (Gothic style)","Standard circulation coins","1959-1989","Round with a round hole","Brass (60-70% Copper, 40-30% Zinc)","3.75","22","52","1977","","1","","","",""
"Japan","Japan","Yen (1871-date)","10","10 Yen - Heisei","Standard circulation coins","1989-2019","Round","Bronze (95% Copper, 3-4% Zinc, 1-2% Tin)","4.5","23.5","9","1997","","1","","","",""
"Jordan","Jordan","Dinar (1949-date)","0.05","5 Qirsh / Piastres - Hussein","Standard circulation coins","1992-1998","Round","Nickel plated steel","5","26","1418","1998","","1","VF","","","40.34"
"Jordan","Jordan","Dinar (1949-date)","0.1","1 Dirham / 100 Fils - Hussein","Standard circulation coins","1978-1991","Round","Copper-nickel (75% Copper, 25% Nickel)","12","30","1398","1978","","1","","","",""
"Kenya","Kenya","Shilling (1966-date)","0.05","5 Cents (Without legend)","Standard circulation coins","1966-1968","Round","Nickel brass (79% Copper, 20% Zinc, 1% Nickel)","5.6","25.5","1966","1966","","1","F","","","33.02"
"Kenya","Kenya","Shilling (1966-date)","0.1","10 Cents (Without legend)","Standard circulation coins","1966-1968","Round","Nickel brass (79% Copper, 20% Zinc, 1% Nickel)","9.4","31","1966","1966","","1","VF","","","51.74"
"Kenya","Kenya","Shilling (1966-date)","0.5","50 Cents (With legend)","Standard circulation coins","1969-1978","Round","Copper-nickel (75% Copper, 25% Nickel)","3.89","20.96","1971","1971","","1","VF","","","33.99"
"Kenya","Kenya","Shilling (1966-date)","1","1 Shilling (With legend)","Standard circulation coins","1969-1978","Round","Copper-nickel (75% Copper, 25% Nickel)","8","27.8","1971","1971","","1","VF","","","55.04"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.005","5 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Nickel brass","2.5","19.5","1394","1974","","1","F","","",""
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.005","5 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Nickel brass","2.5","19.5","1399","1979","","1","F","","","29.72"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.005","5 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Nickel brass","2.5","19.5","1415","1995","","1","VF","","","17.61"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.01","10 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Nickel brass","3.75","21","1401","1981","","1","F","","","30.82"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.05","50 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Copper-nickel (75% Cu, 25% Ni)","4.5","23","1397","1977","","1","VF","","","49.53"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.05","50 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Copper-nickel (75% Cu, 25% Ni)","4.5","23","1399","1979","","1","VF","","","36.33"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.05","50 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Copper-nickel (75% Cu, 25% Ni)","4.5","23","1400","1980","","1","VF","","","26.42"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.05","50 Fils (non-magnetic)","Standard circulation coins","1962-2011","Round","Copper-nickel (75% Cu, 25% Ni)","4.5","23","1410","1990","","1","VF","","","26.42"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.1","100 Fils (non-magnetic)","Standard circulation coins","1962-2010","Round","Copper-nickel","6.5","26","1382","1962","","1","VF","","","99.07"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.1","100 Fils (non-magnetic)","Standard circulation coins","1962-2010","Round","Copper-nickel","6.5","26","1399","1979","","1","VF","","","69.35"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.1","100 Fils (non-magnetic)","Standard circulation coins","1962-2010","Round","Copper-nickel","6.5","26","1403","1983","","1","VF","","","52.84"
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.1","100 Fils (non-magnetic)","Standard circulation coins","1962-2010","Round","Copper-nickel","6.5","26","1410","1990","","1","VF","","","55.04"
"Kyrgyzstan","Kyrgyzstan","Som (1993-date)","5","5 Som","Standard circulation coins","2008","Round","Nickel plated steel","4.2","23","2008","2008","","1","AU","","","71.55"
"Kyrgyzstan","Kyrgyzstan","Som (1993-date)","0.1","10 Tyiyn","Standard circulation banknotes","1993","Rectangular","Paper","","90","","1993","","1","UNC","","","73.33"
"Laos","Laos","Lao PDR Kip (1979-date)","500","500 Kip (New coat of arms)","Standard circulation banknotes","2015","Rectangular","Paper","","150","2015","2015","","1","UNC","","","62.83"
"Lebanon","Lebanon","Lebanese pound (1939-date)","0.25","25 Qirshā / Piastres","Standard circulation coins","1968-1980","Round","Nickel brass (92% Copper, 6% Aluminium, 2% Nickel)","4","23.3","1972","1972","","1","","","",""
"Madagascar","Madagascar","Franc (1963-2004)","0.4","2 Francs / Venty Sy Kirobo","Standard circulation coins","1965-1989","Round","Stainless steel","3.4","19","1981","1981","","1","VF","","","157.41"
"Malawi","Malawi","Kwacha (1971-date)","20","20 Kwacha (Blind marks at lower right)","Standard circulation banknotes","2012","Rectangular","Paper","","128","2012","2012","","1","UNC","","","106.77"
"Malawi","Malawi","Kwacha (1971-date)","20","20 Kwacha (Blind mark at center right)","Standard circulation banknotes","2014-2020","Rectangular","Paper","","128","2019","2019","","1","UNC","","","58.34"
"Malaysia","Malaya","Dollar (1939-1953)","100","100 Dollars ""Banana Money"" (Japanese Government)","Standard circulation banknotes","1944","Rectangular","Paper","","170","","1944","","1","","","",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","1994","1994","","1","VF","","","18.71"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","1995","1995","","1","F","","","20.91"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","1998","1998","","1","F","","","12.11"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","1999","1999","","1","VF","","","15.41"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","2000","2000","","1","VF","","","22.57"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","2001","2001","","1","F","","","13.21"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","2002","2002","","1","XF","","","18.13"
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","1 Sen","Standard circulation coins","1989-2008","Round","Copper clad steel","1.74","17.78","2003","2003","","1","VF","","","14.34"
"Malaysia","Malaysia","Ringgit (1967-date)","0.05","5 Sen - First Series Coins - Parliament","Standard circulation coins","1967-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","1.41","16.2","1979","1979","","1","VF","","","28.26"
"Malaysia","Malaysia","Ringgit (1967-date)","0.1","10 Sen - First Series - Parliament","Standard circulation coins","1967-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","2.82","19.4","1967","1967","","1","","","",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.1","10 Sen - First Series - Parliament","Standard circulation coins","1967-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","2.82","19.4","1976","1976","","1","","","",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","20 Sen","Standard circulation coins","1967-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","5.65","23.5","1981","1981","","1","XF","","","41.83"
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","20 Sen","Standard circulation coins","1967-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","5.65","23.5","1981","1981","","1","F","","","22.02"
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","20 Sen","Standard circulation coins","1967-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","5.65","23.5","1982","1982","","1","","","",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","20 Sen","Standard circulation coins","1989-2011","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.59","2000","2000","","1","VF","","","17.61"
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","20 Sen","Standard circulation coins","1989-2011","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.59","2007","2007","","1","VF","","","32.58"
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","20 Sen","Standard circulation coins","2011-2025","Round","Nickel brass","4.18","20.6","2024","2024","","1","AU","","","34.12"
"Malaysia","Malaysia","Ringgit (1967-date)","0.5","50 Sen","Standard circulation coins","1989-2011","Round","Copper-nickel (75% Copper, 25% Nickel)","9.33","27.76","1996","1996","","1","XF","","","67.15"
"Malaysia","Malaysia","Ringgit (1967-date)","0.5","50 Sen","Standard circulation coins","2011-2025","Spanish flower","Nickel brass clad copper","5.66","22.65","2024","2024","","1","AU","","","63.29"
"Malaysia","Malaysia","Ringgit (1967-date)","1","1 Ringgit - Agong VII (Hijra)","Circulating commemorative coins","1981","Round","Copper-nickel","17","33.5","1401","1981","","1","AU","","","561.92"
"Malaysia","Malaysia","Ringgit (1967-date)","1","1 Ringgit (4th Malaysian Plan)","Non-circulating coins","1981","Round","Copper-nickel","16.9","33.4","","1981","","1","XF","","","508.55"
"Malaysia","Malaysia","Ringgit (1967-date)","1","1 Ringgit - Agong IX (Type 1 denomination)","Standard circulation coins","1989-1993","Round","Tin brass (84% Copper, 12% Zinc, 4% Tin)","9.3","24.5","1992","1992","","1","","","",""
"Malaysia","Malaysia","Ringgit (1967-date)","1","1 Ringgit","Standard circulation banknotes","1998-2000","Rectangular","Paper","","120","","","","1","","","",""
"Malaysia","Malaysia","Ringgit (1967-date)","5","5 Ringgit","Standard circulation banknotes","2012-2025","Rectangular","Polymer","","135","","2012-2021","","1","F","","",""
"Maldives","Maldives","Rufiyaa (1947-date)","0.01","1 Laari (FAO)","Circulating commemorative coins","1984-2012","Round","Aluminium","0.46","15","1404","1984","","1","","","",""
"Maldives","Maldives","Rufiyaa (1947-date)","0.05","5 Laari (FAO)","Circulating commemorative coins","1984-1990","Scalloped (with 8 notches)","Aluminium","1","20.5","1411","1990","","1","VF","","","50.64"
"Maldives","Maldives","Rufiyaa (1947-date)","0.1","10 Laari","Standard circulation coins","1960-1979","Scalloped (with 12 notches)","Aluminium","2","23","1399","1979","","1","","","",""
"Malta","Malta","Euro (2008-date)","","0 Euro Mahatma Gandhi","Zero-euro banknotes","2023","Rectangular","Paper","","135","2023","2023","","1","UNC","","",""
"Mexico","Mexico","Peso (1863-1992)","10","10 Pesos","Standard circulation coins","1974-1985","Equilateral curve heptagon (7-sided)","Copper-nickel (75% Copper, 25% Nickel)","10","30.5","1981","1981","Mo","1","XF","","","69.35"
"Mexico","Mexico","Peso (1863-1992)","10","10 Pesos","Standard circulation coins","1985-1990","Round","Stainless steel (82% Iron, 18% Chromium)","3.84","19","1989","1989","Mo","1","","","",""
"Mexico","Mexico","Peso (1863-1992)","50","50 Pesos","Standard circulation banknotes","1981","Rectangular","Paper","","153","1981","1981","","1","XF","","","143.1"
"Mexico","Mexico","Peso (1863-1992)","100","100 Pesos","Standard circulation banknotes","1981-1982","Rectangular","Paper","","155","1981","1981","","1","VF","","","190.05"
"Mongolia","Mongolia","Tögrög (1925-date)","0.02","2 Möngö","Standard circulation coins","1970-1981","Round","Aluminium","1.05","20","1981","1981","","1","AU","","","133.19"
"Mongolia","Mongolia","Tögrög (1925-date)","0.15","15 Möngö","Standard circulation coins","1970-1981","Round","Copper-nickel","4.05","22","1981","1981","","1","XF","","","183.71"
"Mongolia","Mongolia","Tögrög (1925-date)","0.5","50 Möngö","Standard circulation coins","1970-1981","Round","Copper-nickel","8.6","27.5","1981","1981","","1","XF","","","244.37"
"Mongolia","Mongolia","Tögrög (1925-date)","1","1 Tögrög","Standard circulation banknotes","1993","Rectangular","Paper","","115","","1993","","1","UNC","","","62.74"
"Mongolia","Mongolia","Tögrög (1925-date)","5","5 Tögrög","Standard circulation banknotes","1993","Rectangular","Paper","","120","","1993","","1","","","",""
"Mongolia","Mongolia","Tögrög (1925-date)","10","10 Tögrög","Standard circulation banknotes","2002-2020","Rectangular","Paper","","125","2002","2002","","1","","","",""
"Mongolia","Mongolia","Tögrög (1925-date)","20","20 Tögrög","Standard circulation banknotes","2002-2020","Rectangular","Paper","","130","2005","2005","","1","","","",""
"Mozambique","Mozambique","Escudo (1911-1974)","2.5","2.50 Escudos","Standard circulation coins","1952-1973","Round","Copper-nickel","3.5","20.2","1953","1953","","1","","","",""
"Myanmar","Myanmar","Third kyat (1952-date)","1","1 Kyat","Standard circulation banknotes","1972","Rectangular","Paper","","125","1972","1972","","1","UNC","","","77.64"
